LaptopID,CompanyName,TypeName,OSName,Inches,Ram,Weight,PriceEuros,CPUCompany,CPUModel,CPUFrequency,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPUCompany,GPUModel
3210,MSI,Netbook,Windows 7,16.5,16,2.43,1993.75,Samsung,Pentium Quad Core N3700,3.1,128,1024,HDD,HDD,Nvidia,Radeon R9 M385
3211,Huawei,Notebook,Windows 10,14.7,32,2.63,1168.57,Intel,Core i5,3.0,128,0,SSD,Hybrid,Nvidia,Radeon R7 M365X
3212,LG,Gaming,Mac OS X,16.0,4,1.2,2712.95,AMD,Core i7 6920HQ,1.7,128,0,SSD,SSD,Intel,GeForce 920M
3213,Huawei,2 in 1 Convertible,Windows 10 S,15.2,4,2.55,1521.17,Samsung,Core i7 6500U,1.2,512,1024,HDD,HDD,Nvidia,GeForce GTX1060
3214,Toshiba,Netbook,Linux,12.6,4,2.79,739.86,Samsung,Celeron Quad Core N3160,4.2,128,256,Hybrid,SSD,Nvidia,GeForce GTX 970M
3215,HP,Gaming,Windows 7,14.1,16,1.82,2206.45,AMD,E-Series E2-6110,2.2,128,0,Flash Storage,Hybrid,Nvidia,Radeon R7 M360
3216,Mediacom,Gaming,macOS,17.2,32,3.07,1864.0,AMD,Core M M7-6Y75,4.2,1024,0,Hybrid,SSD,Intel,GeForce 920MX
3217,Xiaomi,Ultrabook,Windows 10,16.3,16,2.97,1802.83,AMD,Celeron Quad Core N3710,2.1,512,512,Flash Storage,Hybrid,ARM,Radeon R3
3218,HP,Workstation,Windows 10 S,14.9,8,3.22,1422.82,Samsung,Atom x5-Z8300,3.9,1024,512,SSD,Hybrid,Intel,GeForce 960M
3219,Google,Workstation,Windows 10,14.4,4,1.05,758.22,Intel,Pentium Quad Core N3710,3.8,256,0,HDD,SSD,ARM,Graphics 620
3220,Asus,Netbook,Chrome OS,12.8,16,2.5,2678.19,Samsung,Celeron Dual Core 3855U,4.2,1024,256,Flash Storage,Hybrid,Nvidia,GeForce GTX 970M
3221,Google,Workstation,Linux,15.0,4,1.61,1759.65,AMD,E-Series 9000,2.9,128,0,SSD,No,Intel,GeForce GTX 930MX
3222,MSI,Notebook,Chrome OS,15.1,8,1.52,553.16,Intel,Pentium Quad Core N4200,2.0,1024,0,Hybrid,No,AMD,Radeon R4
3223,Google,Gaming,Windows 10 S,13.0,32,2.9,1963.97,Intel,Celeron Quad Core N3160,3.5,256,256,Flash Storage,No,AMD,GeForce GTX 1060
3224,HP,Netbook,Linux,14.6,8,3.15,602.98,AMD,Celeron Quad Core N3160,3.7,128,1024,HDD,SSD,ARM,GeForce 940MX
3225,HP,Netbook,Windows 10,15.4,16,3.48,1896.25,Intel,E-Series 9000,3.7,256,512,Flash Storage,HDD,Nvidia,Radeon R9 M385
3226,Asus,Gaming,macOS,15.6,8,3.13,2420.21,Intel,Core M 7Y30,2.7,512,256,HDD,No,AMD,GeForce MX150
3227,Huawei,Workstation,Chrome OS,14.9,16,2.77,2025.62,AMD,Core M 6Y75,1.8,512,0,Flash Storage,Hybrid,AMD,Radeon R9 M385
3228,Lenovo,Ultrabook,No OS,15.2,16,3.14,1955.64,Samsung,Core i7 6820HK,3.2,512,512,Hybrid,HDD,Intel,Radeon R5 M430
3229,Vero,Gaming,macOS,15.2,32,1.41,1688.22,Intel,A6-Series 9220,1.9,1024,1024,Hybrid,SSD,Nvidia,GeForce GTX 1070M
3230,Chuwi,Gaming,Windows 10,16.3,8,1.29,2179.51,Samsung,Core i7 7600U,1.2,128,0,Flash Storage,SSD,Nvidia,Radeon R7 M440
3231,Vero,2 in 1 Convertible,Android,11.8,8,3.05,523.07,Samsung,A10-Series A10-9620P,2.8,512,512,HDD,SSD,ARM,Radeon 530
3232,Xiaomi,Netbook,Chrome OS,16.4,4,1.72,976.91,AMD,A6-Series 9220,3.4,1024,512,Hybrid,HDD,Nvidia,GeForce GTX 960
3233,Apple,Netbook,Windows 10 S,13.5,16,1.75,1123.94,Samsung,A12-Series 9720P,2.7,128,512,HDD,HDD,Nvidia,Radeon R2
3234,Google,2 in 1 Convertible,Windows 7,15.4,32,1.74,1158.61,Intel,A6-Series 7310,3.1,128,512,Flash Storage,No,ARM,Quadro M620M
3235,Toshiba,Notebook,No OS,13.0,4,1.56,1479.54,Samsung,Pentium Dual Core 4405U,4.3,512,512,Flash Storage,HDD,ARM,Radeon R4
3236,Samsung,Notebook,Chrome OS,15.8,16,1.63,709.35,AMD,Atom x5-Z8300,1.6,512,0,Flash Storage,HDD,Nvidia,Radeon R7 M365X
3237,Asus,Notebook,Linux,14.3,8,1.57,2635.37,AMD,Core i3 7130U,1.2,512,0,Hybrid,SSD,AMD,Quadro M500M
3238,Samsung,Ultrabook,macOS,16.5,8,1.4,1908.55,Samsung,A6-Series 7310,3.3,1024,1024,Flash Storage,HDD,Nvidia,HD Graphics
3239,Asus,Ultrabook,Windows 7,13.5,8,3.42,1542.11,AMD,Pentium Quad Core N3700,4.3,256,1024,Flash Storage,HDD,Intel,GeForce GTX1080
3240,Microsoft,Netbook,No OS,15.7,16,2.91,1822.59,Samsung,Core i5 6260U,2.8,128,0,SSD,SSD,AMD,Quadro M620M
3241,Asus,Gaming,Windows 7,12.9,8,2.95,305.59,AMD,FX 9830P,1.7,512,512,Flash Storage,SSD,AMD,GeForce 150MX
3242,Toshiba,2 in 1 Convertible,Chrome OS,15.7,32,1.32,333.97,Intel,Atom Z8350,3.4,256,256,HDD,HDD,Nvidia,Quadro 3000M
3243,Chuwi,Workstation,macOS,16.5,4,2.7,2907.63,AMD,Core M 6Y75,1.4,256,256,Flash Storage,SSD,AMD,Iris Plus Graphics 640
3244,Google,Workstation,Chrome OS,16.0,8,1.76,1596.33,Intel,Xeon E3-1535M v5,3.6,1024,0,Flash Storage,No,AMD,Quadro M1200
3245,Samsung,2 in 1 Convertible,Windows 7,17.0,32,3.34,2958.61,Intel,Core i3 7130U,2.1,128,256,Hybrid,HDD,Nvidia,Radeon R7 M445
3246,Xiaomi,Notebook,macOS,14.1,4,1.89,2503.52,Samsung,E-Series 6110,1.3,1024,1024,HDD,No,ARM,Iris Graphics 550
3247,Xiaomi,Ultrabook,No OS,16.6,4,1.13,1045.32,Intel,Core i3 7130U,2.6,1024,0,SSD,HDD,AMD,HD Graphics 615
3248,Vero,Notebook,Android,16.4,16,1.23,2953.87,Intel,Core i5 6200U,2.4,1024,512,Hybrid,SSD,AMD,Graphics 620
3249,Samsung,Workstation,Mac OS X,14.7,32,3.43,2506.01,Intel,Core M 6Y54,2.9,512,0,Hybrid,HDD,Intel,GeForce 930MX 
3250,Asus,Notebook,No OS,14.7,8,2.02,2952.29,AMD,Celeron Dual Core N3350,2.2,128,0,Flash Storage,No,AMD,Radeon R7 M365X
3251,Acer,Ultrabook,Windows 10,13.8,8,2.1,1279.91,AMD,Core i3 6100U,3.4,256,512,Flash Storage,HDD,AMD,Radeon R5 M420
3252,Toshiba,Gaming,Android,17.0,16,2.24,900.86,Intel,Core M m3-7Y30,3.1,512,512,HDD,No,AMD,FirePro W4190M 
3253,Huawei,Notebook,Android,17.3,16,1.4,2814.52,AMD,Ryzen 1700,4.5,512,1024,Hybrid,Hybrid,ARM,GeForce GTX 1050Ti
3254,Dell,Notebook,Windows 10 S,16.8,32,1.97,1631.13,Samsung,Core i5 7Y57,3.1,512,512,HDD,HDD,AMD,Radeon R7 M445
3255,Lenovo,Workstation,macOS,13.7,32,1.65,2966.45,AMD,A10-Series A10-9620P,3.1,128,1024,HDD,HDD,ARM,Radeon Pro 555
3256,Vero,Ultrabook,Mac OS X,13.3,32,3.28,899.71,Intel,Core i7 7660U,1.2,512,1024,HDD,HDD,Nvidia,GeForce GTX 1060
3257,Acer,Ultrabook,Android,13.2,8,1.64,552.15,Intel,Pentium Dual Core 4405Y,3.6,256,1024,SSD,Hybrid,Intel,GeForce GTX1080
3258,Google,Notebook,Android,14.6,16,3.23,2962.3,Samsung,Core M 6Y75,2.5,512,512,Hybrid,SSD,ARM,GeForce GTX 960<U+039C>
3259,LG,Workstation,Chrome OS,13.1,16,2.83,2789.33,Samsung,Core i5 6260U,3.3,128,512,Flash Storage,Hybrid,AMD,FirePro W4190M
3260,Samsung,Netbook,Windows 10 S,14.5,32,3.22,1725.6,Intel,Core M 6Y54,4.1,1024,1024,Hybrid,HDD,Nvidia,Radeon 520
3261,HP,2 in 1 Convertible,No OS,13.5,4,2.36,1390.94,AMD,Core i5 6300U,3.4,512,512,SSD,No,AMD,GeForce GTX1060
3262,Lenovo,Netbook,Windows 10 S,14.3,8,2.16,761.91,AMD,Core i7 8650U,1.1,128,256,HDD,Hybrid,AMD,HD Graphics 515
3263,Acer,2 in 1 Convertible,Chrome OS,13.6,4,1.92,2499.55,Intel,Atom Z8350,3.5,1024,0,Flash Storage,No,Intel,GeForce 920M
3264,Toshiba,Gaming,Linux,16.1,4,2.55,1602.44,Samsung,Atom Z8350,3.9,512,0,SSD,HDD,ARM,Quadro M620
3265,Huawei,2 in 1 Convertible,macOS,13.8,8,1.38,2271.01,Samsung,E-Series E2-9000,4.1,512,0,SSD,No,ARM,HD Graphics 520
3266,Chuwi,Ultrabook,Mac OS X,17.0,32,1.07,1541.74,Samsung,Xeon E3-1505M V6,2.4,1024,0,Hybrid,Hybrid,AMD,FirePro W5130M
3267,Chuwi,Workstation,No OS,17.2,8,2.12,1945.97,AMD,Celeron Dual Core 3205U,2.4,128,0,SSD,No,ARM,Quadro M2000M
3268,Mediacom,Gaming,Linux,11.9,32,1.14,1686.81,Intel,Core i5 7300U,3.2,1024,1024,SSD,No,ARM,HD Graphics 615
3269,Apple,2 in 1 Convertible,Android,16.1,32,1.1,1648.99,Intel,E-Series E2-9000e,1.0,256,256,Flash Storage,No,AMD,Radeon R7 Graphics
3270,Vero,2 in 1 Convertible,Mac OS X,16.6,4,1.8,2581.14,Intel,E-Series E2-6110,4.2,128,0,Hybrid,HDD,Nvidia,GeForce GTX 930MX
3271,LG,Ultrabook,macOS,16.1,32,2.09,1699.04,AMD,Core i7 7500U,1.1,128,512,HDD,No,Intel,Radeon R5 M330
3272,Razer,Notebook,Windows 10,14.8,8,1.91,1832.03,AMD,Celeron Dual Core N3350,4.2,512,1024,SSD,Hybrid,ARM,Radeon 530
3273,Asus,Ultrabook,Chrome OS,11.7,8,3.03,983.6,AMD,Celeron Quad Core N3710,2.4,512,0,Flash Storage,SSD,AMD,GeForce 940M
3274,Acer,2 in 1 Convertible,Windows 10,16.8,16,2.59,436.08,Samsung,A10-Series 9620P,4.3,512,0,Flash Storage,SSD,AMD,GeForce MX130
3275,Dell,Gaming,Mac OS X,13.0,16,1.45,611.5,AMD,A4-Series 7210,2.1,1024,1024,SSD,HDD,AMD,Iris Plus Graphics 640
3276,Dell,Ultrabook,Windows 10 S,12.1,8,2.54,2021.45,Intel,Core i7 6920HQ,1.4,1024,1024,Hybrid,Hybrid,Nvidia,GeForce GTX 1050M
3277,Google,Notebook,Windows 10,14.5,32,2.39,1647.29,Intel,A12-Series 9700P,1.2,512,1024,Flash Storage,No,ARM,HD Graphics 630
3278,Vero,Gaming,Windows 10 S,12.6,32,1.08,722.98,Samsung,Core M,4.0,512,0,SSD,SSD,ARM,HD Graphics 400
3279,Razer,Netbook,Android,16.5,16,2.59,2591.5,Samsung,Core i7 6600U,4.2,512,1024,Hybrid,No,AMD,Radeon R5 M420X
3280,Mediacom,Ultrabook,Android,12.7,8,2.16,2315.23,Intel,Core i7 6560U,3.9,1024,256,Flash Storage,HDD,ARM,HD Graphics 620 
3281,Vero,Gaming,Android,13.1,16,1.32,2625.36,Samsung,A6-Series A6-9220,4.4,512,512,HDD,No,AMD,Radeon R7 M465
3282,Apple,Workstation,macOS,12.5,4,3.12,930.94,AMD,A10-Series 9600P,3.6,512,512,Flash Storage,HDD,AMD,Radeon R2
3283,MSI,Netbook,Android,15.7,8,1.87,1426.53,Intel,A6-Series 9220,3.7,1024,512,Hybrid,SSD,Nvidia,Radeon R7 M440
3284,Dell,Workstation,macOS,17.1,8,3.1,1959.82,Intel,Atom x5-Z8300,1.7,1024,1024,SSD,No,Nvidia,GeForce GTX1060
3285,Mediacom,Gaming,macOS,12.2,16,3.19,611.04,Intel,Pentium Quad Core N3710,3.6,128,1024,Flash Storage,HDD,Intel,GeForce GTX 1080
3286,MSI,2 in 1 Convertible,Linux,12.5,4,1.28,1772.47,Samsung,Ryzen 1600,2.2,128,1024,Flash Storage,Hybrid,Nvidia,HD Graphics 620
3287,Xiaomi,Gaming,Windows 10,12.3,16,1.16,2069.95,Samsung,A6-Series 7310,3.9,128,0,HDD,SSD,AMD,HD Graphics 6000
3288,HP,Notebook,Chrome OS,14.4,8,2.88,2128.8,AMD,Core i7 6820HQ,3.0,256,1024,Hybrid,HDD,Intel,Radeon R7 M360
3289,Google,Notebook,Windows 10 S,16.5,8,3.18,2486.6,AMD,Core M 6Y75,3.4,128,0,HDD,HDD,Intel,GeForce GTX 1050Ti
3290,HP,Gaming,Android,12.9,32,3.48,1046.07,AMD,Celeron Dual Core N3060,2.5,512,256,Flash Storage,No,ARM,GeForce GTX 1070M
3291,Microsoft,Workstation,Windows 10 S,16.7,16,3.35,1666.77,Intel,Xeon E3-1535M v6,4.1,128,1024,Hybrid,SSD,AMD,Radeon R5 M420X
3292,Fujitsu,Workstation,Android,16.8,4,1.89,1067.84,AMD,Xeon E3-1505M V6,1.9,512,1024,HDD,HDD,ARM,FirePro W4190M
3293,Lenovo,Workstation,Linux,13.5,32,3.28,1800.8,Samsung,Core M M3-6Y30,1.6,512,512,HDD,SSD,Intel,Radeon R7 M465
3294,Microsoft,Notebook,No OS,11.7,4,1.75,1897.19,AMD,E-Series E2-6110,1.4,1024,1024,HDD,SSD,Nvidia,Radeon RX 580
3295,LG,Workstation,macOS,15.7,32,2.76,1775.26,AMD,A6-Series 9220,4.4,1024,256,Flash Storage,HDD,Nvidia,FirePro W4190M
3296,MSI,Workstation,macOS,11.8,8,2.64,2293.23,Intel,Celeron Quad Core N3710,2.2,256,512,Hybrid,HDD,ARM,Quadro M3000M
3297,Samsung,Workstation,Mac OS X,12.2,16,1.4,1277.81,Samsung,Core i7 6820HK,3.8,128,256,SSD,No,Intel,HD Graphics 510
3298,Xiaomi,Ultrabook,Chrome OS,13.0,8,1.91,829.51,Intel,A6-Series A6-9220,3.9,256,0,HDD,No,Nvidia,Radeon R5 430
3299,LG,Netbook,Linux,12.9,32,3.21,1584.11,AMD,Core i7 7500U,1.8,256,512,SSD,No,Nvidia,GeForce GTX 980 
3300,Microsoft,2 in 1 Convertible,Windows 10,13.5,8,2.8,1606.56,Samsung,Core i7 7660U,3.8,256,256,SSD,Hybrid,Intel,HD Graphics 620 
3301,Dell,Ultrabook,Windows 10,16.9,32,2.65,2085.28,Samsung,E-Series 7110,3.0,256,1024,Hybrid,SSD,Intel,HD Graphics 515
3302,MSI,Gaming,Chrome OS,16.1,4,2.73,1486.88,Samsung,Pentium Quad Core N3710,1.1,1024,1024,SSD,HDD,Nvidia,Mali T860 MP4
3303,Vero,2 in 1 Convertible,Android,14.8,16,1.73,1435.0,Samsung,Core i7 6920HQ,1.7,128,0,HDD,Hybrid,Nvidia,GeForce GTX 1050M
3304,Apple,Notebook,Windows 10 S,15.9,8,1.25,411.48,Samsung,Core M 6Y54,3.3,128,256,Hybrid,HDD,AMD,Radeon 520
3305,Xiaomi,Workstation,No OS,14.7,8,1.36,2079.77,AMD,Pentium Quad Core N3710,2.4,256,0,Hybrid,HDD,ARM,Radeon Pro 555
3306,Toshiba,2 in 1 Convertible,Linux,15.5,16,1.77,2648.33,Intel,Core i5,2.6,512,512,Hybrid,Hybrid,ARM,Radeon R7 M445
3307,Asus,Workstation,Linux,16.7,16,3.17,1653.85,Intel,Ryzen 1600,1.9,256,512,Flash Storage,HDD,ARM,Iris Graphics 540
3308,HP,Netbook,Chrome OS,15.8,32,2.72,2496.81,AMD,Core M m3,2.6,128,256,HDD,No,ARM,GeForce GTX 930MX
3309,Vero,Gaming,Windows 10 S,11.9,32,2.44,2119.21,Intel,Celeron Quad Core N3160,4.3,256,1024,SSD,No,ARM,HD Graphics 530
3310,Razer,Netbook,Android,16.5,8,1.34,2360.76,AMD,Core M 7Y30,1.9,128,512,SSD,HDD,Nvidia,HD Graphics 6000
3311,Microsoft,Notebook,Windows 10 S,14.6,8,1.8,2426.45,AMD,Core i3 6006U,1.0,128,256,SSD,Hybrid,Intel,FirePro W4190M 
3312,Chuwi,2 in 1 Convertible,Windows 7,12.3,8,2.78,1870.66,Samsung,Core i3 7130U,2.7,128,256,SSD,Hybrid,AMD,HD Graphics 615
3313,Razer,Netbook,macOS,12.2,4,2.16,1277.51,AMD,Core i5 7200U,1.4,128,1024,Hybrid,SSD,AMD,GeForce GTX 1050
3314,Razer,Notebook,Linux,15.0,4,1.83,2152.54,Samsung,Core M 6Y75,1.6,128,1024,Hybrid,SSD,Intel,Radeon R4
3315,Samsung,Notebook,No OS,12.8,32,3.25,1837.26,Intel,Core i7 6920HQ,2.1,1024,1024,Flash Storage,SSD,Nvidia,Radeon R7
3316,MSI,Gaming,Windows 10 S,15.4,4,1.23,1700.42,Intel,A10-Series 9600P,2.5,1024,512,SSD,Hybrid,AMD,Radeon R5 520
3317,Asus,Gaming,Windows 10,14.3,16,1.63,2171.72,AMD,Atom x5-Z8550,2.9,256,512,SSD,HDD,Nvidia,Radeon Pro 455
3318,Chuwi,Notebook,Linux,13.9,32,1.78,1900.44,Samsung,Xeon E3-1535M v6,2.5,1024,512,HDD,Hybrid,Nvidia,Radeon RX 550
3319,Microsoft,2 in 1 Convertible,Windows 10,12.3,32,1.54,2947.58,Samsung,Atom x5-Z8550,1.4,256,512,HDD,Hybrid,ARM,Radeon RX 560
3320,HP,Netbook,macOS,12.8,4,1.85,861.59,Samsung,Celeron Quad Core N3450,2.3,1024,512,Hybrid,Hybrid,AMD,GeForce GTX 960M
3321,Samsung,Netbook,Linux,14.3,32,1.2,1131.39,Intel,A8-Series 7410,3.6,256,512,SSD,No,ARM,GeForce 920MX 
3322,Mediacom,Notebook,Chrome OS,14.0,32,1.92,2363.97,Samsung,Core i5 8250U,4.1,1024,0,Flash Storage,HDD,AMD,GeForce GTX 950M
3323,Mediacom,Workstation,Chrome OS,14.2,16,3.12,390.37,Samsung,Pentium Quad Core N3700,3.0,256,1024,SSD,No,AMD,GeForce 920
3324,HP,Ultrabook,Mac OS X,15.4,16,1.09,2286.49,AMD,Celeron Quad Core N3160,1.6,128,1024,Flash Storage,HDD,Intel,GeForce 920MX
3325,Acer,Workstation,macOS,14.1,32,1.7,1476.08,AMD,E-Series E2-9000e,3.9,512,1024,Hybrid,Hybrid,Nvidia,R17M-M1-70
3326,Google,Workstation,Chrome OS,15.1,16,2.16,1868.63,Intel,E-Series E2-9000e,2.0,128,1024,HDD,Hybrid,Intel,HD Graphics 540
3327,HP,Gaming,Windows 10,16.2,16,1.24,1755.05,Samsung,A9-Series 9410,3.7,256,256,Hybrid,Hybrid,ARM,GeForce GTX 965M
3328,Razer,2 in 1 Convertible,Windows 7,13.3,4,1.05,805.67,AMD,Core i7 7600U,1.2,256,0,HDD,HDD,Nvidia,HD Graphics 615
3329,Asus,Netbook,Windows 10,11.8,32,3.49,1309.58,Intel,Core M 6Y75,1.8,256,512,HDD,Hybrid,ARM,Iris Pro Graphics
3330,MSI,Workstation,Windows 10 S,16.5,4,3.48,1757.84,Samsung,Pentium Quad Core N3700,3.0,1024,0,HDD,SSD,AMD,GeForce GTX 965M
3331,Razer,2 in 1 Convertible,Chrome OS,13.9,8,2.74,1833.06,AMD,Core i7 6820HK,2.3,128,256,HDD,SSD,Nvidia,Iris Graphics 550
3332,Acer,Netbook,Mac OS X,17.2,4,1.86,832.92,Samsung,Celeron Quad Core N3160,3.2,512,512,Flash Storage,No,AMD,Iris Pro Graphics
3333,HP,2 in 1 Convertible,Android,14.9,4,1.78,2925.42,Intel,Atom x5-Z8550,2.0,1024,0,Flash Storage,Hybrid,Nvidia,GeForce GTX 1060
3334,MSI,Gaming,Mac OS X,12.8,8,1.75,2010.45,AMD,Core i7 7500U,2.0,1024,0,Hybrid,Hybrid,AMD,GeForce 960M
3335,Acer,Gaming,Chrome OS,15.1,16,2.82,2896.91,Samsung,A12-Series 9700P,1.6,128,0,Hybrid,HDD,ARM,GeForce GTX 940MX
3336,Fujitsu,Notebook,No OS,15.6,4,3.26,2369.9,Intel,Core i7 6820HK,3.4,1024,256,SSD,HDD,AMD,Radeon RX 560
3337,HP,Workstation,Linux,14.9,4,2.56,1433.31,Samsung,Core i7 6560U,2.1,1024,1024,Flash Storage,Hybrid,Intel,Radeon RX 560
3338,Xiaomi,Gaming,macOS,17.2,16,3.32,1734.48,Samsung,Core M m3-7Y30,3.7,1024,256,Flash Storage,Hybrid,Nvidia,Radeon R7 Graphics
3339,Mediacom,Gaming,No OS,15.5,32,1.31,477.75,Samsung,Xeon E3-1535M v5,4.4,128,1024,Hybrid,Hybrid,Intel,GeForce GTX 1070M
3340,Samsung,Workstation,macOS,11.6,8,2.62,1859.04,AMD,Ryzen 1700,3.6,512,512,Flash Storage,Hybrid,Nvidia,Iris Graphics 540
3341,Apple,Workstation,macOS,12.9,32,2.25,2337.73,AMD,A10-Series A10-9620P,2.5,512,512,SSD,Hybrid,Nvidia,Radeon R5 520
3342,Google,Gaming,Linux,15.0,8,2.75,320.81,Samsung,Core i5 6260U,1.5,1024,1024,Hybrid,No,AMD,FirePro W5130M
3343,Xiaomi,Netbook,Chrome OS,14.6,16,1.82,2203.97,AMD,A10-Series 9600P,1.8,256,512,Hybrid,SSD,AMD,HD Graphics 620
3344,Google,Ultrabook,Mac OS X,12.3,8,1.87,1543.34,Intel,Xeon E3-1505M V6,1.3,256,1024,Hybrid,SSD,AMD,Radeon R5 M420X
3345,Xiaomi,Workstation,macOS,14.9,16,1.92,2295.6,Samsung,Core i5 7Y57,1.8,512,256,Hybrid,Hybrid,AMD,Radeon 530
3346,Microsoft,Gaming,Chrome OS,14.0,8,3.45,711.0,Samsung,Xeon E3-1535M v6,1.2,128,0,SSD,HDD,Nvidia,HD Graphics 515
3347,Google,Workstation,Windows 7,15.5,32,1.68,1998.2,Samsung,Pentium Dual Core N4200,1.8,1024,1024,Flash Storage,HDD,AMD,GeForce GTX 1050 Ti
3348,Google,Notebook,Mac OS X,14.6,32,2.38,867.68,Samsung,Ryzen 1600,2.8,256,512,SSD,Hybrid,AMD,Quadro M620M
3349,Razer,2 in 1 Convertible,No OS,16.8,32,1.87,2305.5,Intel,Core i7 7600U,1.1,256,1024,Hybrid,HDD,Nvidia,Radeon R2
3350,Asus,2 in 1 Convertible,Windows 7,11.7,16,3.31,1911.44,Intel,Atom X5-Z8350,1.7,256,512,Flash Storage,SSD,Intel,GeForce GTX 960M
3351,Vero,Gaming,Windows 10,17.3,8,2.02,2004.18,Intel,Celeron Dual Core N3050,1.3,128,1024,Hybrid,Hybrid,ARM,Radeon R3
3352,Mediacom,2 in 1 Convertible,Windows 10 S,17.1,8,2.75,1601.81,Samsung,Core i7 7500U,4.4,128,512,Hybrid,SSD,ARM,Radeon R7 M460
3353,LG,2 in 1 Convertible,Mac OS X,12.8,16,1.54,1611.95,Intel,Atom X5-Z8350,2.5,512,256,Hybrid,No,Intel,GeForce 920
3354,MSI,Notebook,Windows 10,13.2,32,2.25,1351.74,Intel,E-Series E2-9000,2.9,128,1024,Hybrid,No,AMD,Radeon 530
3355,LG,Netbook,macOS,13.9,16,3.43,792.72,AMD,Ryzen 1600,4.0,512,1024,Flash Storage,Hybrid,Nvidia,Iris Plus Graphics 650
3356,Apple,Gaming,Windows 10,14.8,16,3.11,1671.93,Samsung,Core M 6Y54,2.2,128,0,Hybrid,Hybrid,AMD,GeForce GTX 980 
3357,Microsoft,Workstation,Android,15.5,16,1.16,1021.66,Intel,Celeron Dual Core 3205U,2.8,1024,256,HDD,Hybrid,Nvidia,GeForce GTX 940MX
3358,MSI,Netbook,Android,12.9,32,3.1,1970.28,AMD,E-Series E2-9000e,3.5,1024,1024,Hybrid,Hybrid,AMD,GeForce 930MX
3359,Lenovo,Notebook,Windows 10 S,13.4,32,2.83,528.35,AMD,Core i7 6920HQ,1.8,128,0,Flash Storage,Hybrid,Intel,Radeon R2
3360,Mediacom,Netbook,macOS,16.5,32,3.11,2473.32,Samsung,E-Series 7110,3.7,1024,256,SSD,SSD,Intel,GeForce MX130
3361,Xiaomi,Notebook,Windows 7,13.8,4,1.29,1474.06,Intel,Core i7 7700HQ,3.7,128,1024,HDD,No,Intel,Radeon Pro 455
3362,Vero,2 in 1 Convertible,No OS,17.0,16,2.32,2803.8,Samsung,Core M 6Y75,4.0,256,256,HDD,SSD,Nvidia,GeForce GTX 1080
3363,Razer,Netbook,Windows 10,12.8,8,1.24,2306.28,Samsung,A12-Series 9700P,2.1,128,256,HDD,No,ARM,Iris Graphics 550
3364,LG,2 in 1 Convertible,Mac OS X,12.8,4,1.6,513.67,AMD,Core i5 6260U,2.1,128,1024,SSD,SSD,ARM,Radeon R5 520
3365,Xiaomi,Workstation,No OS,11.7,32,3.06,863.4,Intel,FX 8800P,3.7,256,1024,HDD,No,Intel,UHD Graphics 620
3366,Mediacom,Notebook,macOS,15.5,8,3.08,692.22,AMD,Core i7 7820HQ,1.5,1024,1024,Flash Storage,HDD,Intel,Quadro 3000M
3367,Lenovo,2 in 1 Convertible,Linux,11.9,8,1.19,1269.77,AMD,Core i5 6440HQ,4.0,256,0,SSD,HDD,ARM,Iris Pro Graphics
3368,Microsoft,Workstation,Windows 7,13.6,32,1.81,1955.8,Samsung,Core i7 7500U,2.9,512,512,SSD,HDD,ARM,GeForce GTX 1080
3369,Toshiba,Gaming,No OS,15.1,8,3.26,2031.96,Intel,Pentium Quad Core N3700,4.3,512,1024,HDD,Hybrid,Intel,GTX 980 SLI
3370,Vero,Gaming,Windows 10,12.9,4,3.08,1359.74,Intel,Core i5 6260U,3.3,512,512,Hybrid,No,Nvidia,HD Graphics 6000
3371,Asus,Notebook,Mac OS X,16.8,4,2.04,1996.61,AMD,Core M m3-7Y30,3.9,512,0,HDD,No,Nvidia,HD Graphics 540
3372,Xiaomi,Workstation,Chrome OS,14.0,32,2.34,1851.12,AMD,Xeon E3-1535M v5,3.4,256,0,HDD,Hybrid,Nvidia,Radeon R4 Graphics
3373,Mediacom,Notebook,macOS,15.6,16,3.17,523.15,Samsung,Core i5 6440HQ,3.8,128,0,SSD,HDD,ARM,Radeon R5 430
3374,Microsoft,Gaming,No OS,16.8,16,1.47,2124.06,Intel,Pentium Quad Core N4200,1.3,128,0,Flash Storage,Hybrid,ARM,Radeon R9 M385
3375,Dell,Notebook,Chrome OS,14.2,4,2.96,2860.62,Intel,Core i5,3.1,256,0,HDD,SSD,AMD,GeForce GTX 1050 Ti
3376,Samsung,2 in 1 Convertible,macOS,12.8,32,1.54,829.43,Intel,Celeron Quad Core N3160,2.6,256,512,Hybrid,SSD,ARM,Radeon R2 Graphics
3377,Vero,Gaming,Windows 7,11.8,16,3.3,409.99,Intel,Core M 6Y30,2.3,512,256,SSD,SSD,ARM,Radeon R7 M360
3378,Xiaomi,Ultrabook,No OS,16.5,16,1.55,1767.45,Samsung,Core i7 7600U,2.6,128,0,Hybrid,Hybrid,Nvidia,Quadro M520M
3379,Asus,Netbook,Windows 7,17.2,4,1.87,2345.77,Samsung,Atom x5-Z8300,4.3,512,1024,Hybrid,No,Nvidia,GeForce MX130
3380,Asus,Gaming,No OS,11.8,32,3.3,1420.57,Intel,Core i7 6820HQ,2.4,512,512,HDD,SSD,AMD,Quadro 3000M
